sezione;col1;col2;col3;col4;col5
06 - Rifiuti dei processi chimici inorganici;103.680;15.809;21.636;141.125;
07 - Rifiuti dei processi chimici organici;995.670;68.870;44.606;1.109.146;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;60.850;8.943;8.527;78.320;
09 - Rifiuti dell'industria fotografica;11.577;1.487;2.262;15.326;
10 - Rifiuti provenienti da processi termici;484.440;22.069;112.506;619.015;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;219.058;29.387;73.319;321.764;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;418.660;18.844;25.030;462.534;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);669.234;104.394;224.208;997.836;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);36.796;6.009;2.665;45.470;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;120.673;30.552;24.134;175.359;
16 - Rifiuti non specificati altrimenti nell'elenco;1.045.543;367.311;588.554;2.001.408;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);603.442;110.620;123.166;837.228;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);77.050;37.087;45.584;159.721;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;1.643.453;474.394;398.078;2.515.925;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;9.856;1.069;4.913;15.838;
Totale;6.534.507;1.301.806;1.772.743;9.609.056;
