sezione;col1;col2;col3;col4;col5
49 - Trasporto terrestre e trasporto mediante condotte;561.701;90.633;85.891;738.225;
50 - Trasporto marittimo e per vie d'acqua;16.114;254;3.410;19.778;
51 - Trasporto aereo;1.883;900;198;2.981;
52 - Magazzinaggio e attivita' di supporto ai trasporti;185.551;61.034;119.826;366.411;
53 - Servizi postali e attivita' di corriere;787;687;270;1.744;
55 - Alloggio;6.429;6.985;29.079;42.493;
56 - Attivita' dei servizi di ristorazione;16.626;5.340;9.421;31.387;
58 - Attivita' editoriali;10.305;3.649;2.711;16.665;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;542;572;107;1.221;
60 - Attivita' di programmazione e trasmissione;1.114;1.211;96;2.421;
61 - Telecomunicazioni;5.380;2.485;1.986;9.851;
62 - Produzione di software, consulenza informatica e attivita' connesse;3.178;1.959;199;5.336;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;2.418;1.089;246;3.753;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);3.943;298;421;4.662;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);307;339;1;647;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;17;59;20;96;
68 - Attivita' immobiliari;20.690;3.213;5.763;29.666;
69 - Attivita' legali e contabilita';562;429;84;1.075;
70 - Attivita' di direzione aziendale e di consulenza gestionale;3.427;1.669;855;5.951;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;15.270;2.080;3.972;21.322;
72 - Ricerca scientifica e sviluppo;15.348;1.900;1.151;18.399;
73 - Pubblicita' e ricerche di mercato;3.894;1.254;189;5.337;
74 - Altre attivita' professionali, scientifiche e tecniche;28.421;797;1.216;30.434;
75 - Servizi veterinari;710;256;418;1.384;
77 - Attivita' di noleggio e leasing operativo;15.925;6.680;2.283;24.888;
78 - Attivita' di ricerca, selezione, fornitura di personale;-;-;28;28;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;60;98;15;173;
80 - Servizi di vigilanza e investigazione;2.070;734;103;2.907;
81 - Attivita' di servizi per edifici e paesaggio;71.056;32.722;31.265;135.043;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;60.980;16.958;20.815;98.753;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;33.185;12.709;26.429;72.323;
85 - Istruzione;2.449;2.365;1.042;5.856;
86, 87, 88 - Sanita' e assistenza sociale;89.289;38.066;51.956;179.311;
90 - Attivita' creative, artistiche e di intrattenimento;4.613;341;3.492;8.446;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;518;296;88;902;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;1.432;160;361;1.953;
93 - Attivita' sportive, di intrattenimento e di divertimento;4.081;798;2.696;7.575;
94 - Attivita' di organizzazioni associative;1.635;508;1.224;3.367;
95 - Riparazione di computer e di beni per uso personale e per la casa;2.881;665;195;3.741;
96 - Altre attivita' di servizi per la persona;18.723;6.179;4.731;29.633;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;217;1;-;218;
99 - Organizzazioni ed organismi extraterritoriali;5;1.117;260;1.382;
ND - Attivita' ISTAT non determinata;7.308;480;1.798;9.586;
Totale;84.887.074;25.145.479;33.447.149;143.479.702;
Produzione dei rifiuti speciali non pericolosi per attivita' economica - 2018 (ISPRA);;;;;
Descrizione attivita';Nord (t);Centro (t);Sud (t);Italia (t);
01 - Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi;259.854;24.357;40.159;324.370;
02 - Silvicoltura ed utilizzo di aree forestali;3.978;590;28;4.596;
03 - Pesca e acquacoltura;1.170;254;1.379;2.803;
05 - Estrazione di carbone (esclusa torba);-;5;-;5;
06 - Estrazione di petrolio greggio e di gas naturale;69.992;16.988;849.259;936.239;
07 - Estrazione di minerali metalliferi;-;16;145;161;
08 - Altre attivita' di estrazione di minerali da cave e miniere;75.652;55.998;33.502;165.152;
09 - Attivita' dei servizi di supporto all'estrazione;161.556;2.020;1.826;165.402;
10, 11 - Industria alimentare e delle bevande;1.970.423;440.097;913.195;3.323.715;
12 - Industria del tabacco;14.037;2.041;567;16.645;
13 - Industria tessile;205.618;78.144;27.142;310.904;
14 - Confezioni articoli di abbigliamento. Confezione di articoli in pelle e pelliccia;74.761;46.527;29.953;151.241;
15 - Fabbricazione di articoli in pelle e simili;297.831;246.744;52.631;597.206;
16 - Industria del legno e dei prodotti in legno e sughero, di articoli in paglia e materiali da intreccio;1.094.005;84.015;96.098;1.274.118;
17 - Fabbricazione di carta e di prodotti in carta;871.039;462.507;157.661;1.491.207;
18 - Stampa e riproduzione di supporti registrati;283.470;57.588;35.050;376.108;
19 - Raffinerie petrolio, fabbricazione coke;15.895;11.587;47.758;75.240;
20 - Fabbricazione di prodotti chimici;504.603;626.632;123.523;1.254.758;
21 - Fabbricazione di prodotti farmaceutici di base e preparati;123.131;31.717;20.012;174.860;
22 - Industria gomma e materie plastiche;570.064;81.249;81.511;732.824;
23 - Industria minerali non metalliferi;2.244.013;421.991;183.584;2.849.588;
24 - Industria metallurgica;4.745.474;744.128;643.136;6.132.738;
25 - Fabbricazione di prodotti in metallo (escluse macchinari e attrezzature);2.646.739;319.623;382.754;3.349.116;
26 - Fabbricazione di computer e prodotti di elettronica e ottica. Apparecchi elettromedicali di misurazione e orologi;35.853;8.755;18.216;62.824;
27 - Fabbricazione di apparecchiature elettriche e per uso domestico non elettriche;207.136;29.164;21.511;257.811;
28 - Fabbricazione di macchinari e apparecchiature n.c.a.;777.664;93.156;44.260;915.080;
29 - Fabbricazione autoveicoli rimorchi e semirimorchi;347.897;52.426;111.904;512.227;
30 - Fabbricazione di altri mezzi di trasporto;113.799;21.620;28.691;164.110;
31 - Fabbricazione di mobili;468.912;152.477;22.777;644.166;
32 - Altre industrie manifatturiere;49.797;19.213;5.365;74.375;
33 - Riparazione, manutenzione e installazione macchine e apparecchiature;74.969;13.151;24.635;112.755;
35 - Fornitura di energia elettrica, gas, vapore e aria;763.257;531.743;796.772;2.091.772;
36 - Raccolta, trattamento e fornitura di acqua;724.351;119.912;214.522;1.058.785;
37 - Gestione delle reti fognarie;1.756.953;1.096.109;636.773;3.489.835;
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;16.309.004;6.834.657;9.984.871;33.128.532;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;607.671;131.919;791.160;1.530.750;
41, 42, 43 - Costruzioni;36.207.455;10.089.749;14.377.480;60.674.684;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;411.001;126.373;224.565;761.939;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);1.838.509;468.811;235.519;2.542.839;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);117.878;30.977;40.755;189.610;
49 - Trasporto terrestre e trasporto mediante condotte;513.510;86.527;73.323;673.360;
50 - Trasporto marittimo e per vie d'acqua;2.751;113;1.269;4.133;
51 - Trasporto aereo;1.740;749;180;2.669;
52 - Magazzinaggio e attivita' di supporto ai trasporti;151.797;53.276;62.034;267.107;
53 - Servizi postali e attivita' di corriere;765;685;270;1.720;
55 - Alloggio;6.253;6.870;28.982;42.105;
56 - Attivita' dei servizi di ristorazione;16.487;5.281;9.396;31.164;
58 - Attivita' editoriali;10.069;3.571;2.588;16.228;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;524;564;105;1.193;
60 - Attivita' di programmazione e trasmissione;1.072;1.167;84;2.323;
61 - Telecomunicazioni;3.998;1.583;1.109;6.690;
62 - Produzione di software, consulenza informatica e attivita' connesse;3.003;1.911;184;5.098;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;2.029;1.075;238;3.342;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);2.639;285;196;3.120;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);301;336;1;638;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;11;24;-;35;
68 - Attivita' immobiliari;19.263;2.894;5.521;27.678;
69 - Attivita' legali e contabilita';442;245;67;754;
70 - Attivita' di direzione aziendale e di consulenza gestionale;2.713;1.656;510;4.879;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;11.409;1.326;3.300;16.035;
72 - Ricerca scientifica e sviluppo;9.588;1.007;809;11.404;
73 - Pubblicita' e ricerche di mercato;3.838;1.235;184;5.257;
74 - Altre attivita' professionali, scientifiche e tecniche;19.568;626;292;20.486;
75 - Servizi veterinari;220;110;128;458;
77 - Attivita' di noleggio e leasing operativo;14.051;6.103;1.940;22.094;
78 - Attivita' di ricerca, selezione, fornitura di personale;-;-;12;12;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;36;98;11;145;
80 - Servizi di vigilanza e investigazione;2.001;726;96;2.823;
81 - Attivita' di servizi per edifici e paesaggio;65.165;29.885;21.177;116.227;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;45.495;15.936;18.804;80.235;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;27.727;10.080;20.273;58.080;
85 - Istruzione;1.381;1.959;361;3.701;
86, 87, 88 - Sanita' e assistenza sociale;14.467;4.026;9.662;28.155;
90 - Attivita' creative, artistiche e di intrattenimento;4.433;329;3.383;8.145;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;440;275;88;803;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;477;123;303;903;
93 - Attivita' sportive, di intrattenimento e di divertimento;3.729;712;2.672;7.113;
94 - Attivita' di organizzazioni associative;1.423;465;1.190;3.078;
95 - Riparazione di computer e di beni per uso personale e per la casa;2.660;589;159;3.408;
96 - Altre attivita' di servizi per la persona;11.550;5.789;4.163;21.502;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;142;1;-;143;
99 - Organizzazioni ed organismi extraterritoriali;2;1.081;237;1.320;
ND - Attivita' ISTAT non determinata;6.149;353;1.192;7.694;
Totale;78.030.729;23.826.676;31.577.142;133.434.547;
Produzione dei rifiuti speciali pericolosi per attivita' economica - 2018 (ISPRA);;;;;
Descrizione attivita';Nord (t);Centro (t);Sud (t);Italia (t);
01 - Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi;5.087;1.323;1.554;7.964;
02 - Silvicoltura ed utilizzo di aree forestali;34;29;15;78;
03 - Pesca e acquacoltura;20;41;80;141;
05 - Estrazione di carbone (esclusa torba);2;2;-;4;
06 - Estrazione di petrolio greggio e di gas naturale;2.355;1.005;80.450;83.810;
07 - Estrazione di minerali metalliferi;-;23;-;23;
08 - Altre attivita' di estrazione di minerali da cave e miniere;694;338;463;1.495;
09 - Attivita' dei servizi di supporto all'estrazione;4.810;8;448;5.266;
10, 11 - Industria alimentare e delle bevande;12.778;2.090;2.346;17.214;
12 - Industria del tabacco;115;10;21;146;
13 - Industria tessile;19.960;3.995;197;24.152;
14 - Confezioni articoli di abbigliamento. Confezione di articoli in pelle e pelliccia;1.296;62;473;1.831;
15 - Fabbricazione di articoli in pelle e simili;4.452;3.410;471;8.333;
16 - Industria del legno e dei prodotti in legno e sughero, di articoli in paglia e materiali da intreccio;9.528;1.780;629;11.937;
17 - Fabbricazione di carta e di prodotti in carta;12.587;3.360;3.625;19.572;
18 - Stampa e riproduzione di supporti registrati;18.250;2.860;1.834;22.944;
19 - Raffinerie petrolio, fabbricazione coke;248.649;37.450;179.837;465.936;
20 - Fabbricazione di prodotti chimici;582.092;41.662;47.797;671.551;
21 - Fabbricazione di prodotti farmaceutici di base e preparati;415.323;24.718;21.786;461.827;
22 - Industria gomma e materie plastiche;86.286;6.955;6.927;100.168;
23 - Industria minerali non metalliferi;70.954;7.023;5.020;82.997;
24 - Industria metallurgica;669.421;119.376;164.023;952.820;
25 - Fabbricazione di prodotti in metallo (escluse macchinari e attrezzature);360.867;42.382;25.959;429.208;
26 - Fabbricazione di computer e prodotti di elettronica e ottica. Apparecchi elettromedicali di misurazione e orologi;12.807;1.294;3.474;17.575;
27 - Fabbricazione di apparecchiature elettriche e per uso domestico non elettriche;32.341;2.530;6.515;41.386;
28 - Fabbricazione di macchinari e apparecchiature n.c.a.;136.590;12.600;9.578;158.768;
29 - Fabbricazione autoveicoli rimorchi e semirimorchi;49.640;4.947;14.315;68.902;
30 - Fabbricazione di altri mezzi di trasporto;30.312;4.574;9.985;44.871;
31 - Fabbricazione di mobili;9.989;2.195;826;13.010;
32 - Altre industrie manifatturiere;31.703;7.244;664;39.611;
33 - Riparazione, manutenzione e installazione macchine e apparecchiature;54.525;6.273;8.095;68.893;
35 - Fornitura di energia elettrica, gas, vapore e aria;34.820;94.837;68.060;197.717;
36 - Raccolta, trattamento e fornitura di acqua;1.221;154;2.797;4.172;
37 - Gestione delle reti fognarie;88.574;8.578;41.369;138.521;
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;2.287.830;442.379;354.824;3.085.033;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;160.820;16.690;123.451;300.961;
41, 42, 43 - Costruzioni;276.535;30.409;25.078;332.022;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;795.622;309.422;506.637;1.611.681;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);81.133;10.091;8.249;99.473;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);10.597;6.361;2.317;19.275;
49 - Trasporto terrestre e trasporto mediante condotte;48.191;4.106;12.568;64.865;
50 - Trasporto marittimo e per vie d'acqua;13.363;141;2.141;15.645;
51 - Trasporto aereo;143;151;18;312;
52 - Magazzinaggio e attivita' di supporto ai trasporti;33.754;7.758;57.792;99.304;
53 - Servizi postali e attivita' di corriere;22;2;-;24;
55 - Alloggio;176;115;97;388;
56 - Attivita' dei servizi di ristorazione;139;59;25;223;
58 - Attivita' editoriali;236;78;123;437;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;18;8;2;28;
60 - Attivita' di programmazione e trasmissione;42;44;12;98;
61 - Telecomunicazioni;1.382;902;877;3.161;
62 - Produzione di software, consulenza informatica e attivita' connesse;175;48;15;238;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;389;14;8;411;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);1.304;13;225;1.542;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);6;3;-;9;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;6;35;20;61;
68 - Attivita' immobiliari;1.427;319;242;1.988;
69 - Attivita' legali e contabilita';120;184;17;321;
70 - Attivita' di direzione aziendale e di consulenza gestionale;714;13;345;1.072;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;3.861;754;672;5.287;
72 - Ricerca scientifica e sviluppo;5.760;893;342;6.995;
73 - Pubblicita' e ricerche di mercato;56;19;5;80;
74 - Altre attivita' professionali, scientifiche e tecniche;8.853;171;924;9.948;
75 - Servizi veterinari;490;146;290;926;
77 - Attivita' di noleggio e leasing operativo;1.874;577;343;2.794;
78 - Attivita' di ricerca, selezione, fornitura di personale;-;-;16;16;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;24;-;4;28;
80 - Servizi di vigilanza e investigazione;69;8;7;84;
81 - Attivita' di servizi per edifici e paesaggio;5.891;2.837;10.088;18.816;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;15.485;1.022;2.011;18.518;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;5.458;2.629;6.156;14.243;
85 - Istruzione;1.068;406;681;2.155;
86, 87, 88 - Sanita' e assistenza sociale;74.822;34.040;42.294;151.156;
90 - Attivita' creative, artistiche e di intrattenimento;180;12;109;301;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;78;21;-;99;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;955;37;58;1.050;
93 - Attivita' sportive, di intrattenimento e di divertimento;352;86;24;462;
94 - Attivita' di organizzazioni associative;212;43;34;289;
95 - Riparazione di computer e di beni per uso personale e per la casa;221;76;36;333;
96 - Altre attivita' di servizi per la persona;7.173;390;568;8.131;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;75;-;-;75;
99 - Organizzazioni ed organismi extraterritoriali;3;36;23;62;
ND - Attivita' ISTAT non determinata;1.159;127;606;1.892;
Totale;6.856.345;1.318.803;1.870.007;10.045.155;
Produzione dei rifiuti speciali pericolosi e non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2018 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;7.308;480;1.798;9.586;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;928.456;413.453;135.716;1.477.625;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.844.478;404.373;846.546;3.095.397;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.390.460;564.086;153.390;2.107.936;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;377.510;291.089;76.859;745.458;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;23.671;11.115;55.776;90.562;
06 - Rifiuti dei processi chimici inorganici;335.937;565.574;55.218;956.729;
07 - Rifiuti dei processi chimici organici;1.328.135;125.962;102.704;1.556.801;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;872.495;86.944;37.565;997.004;
09 - Rifiuti dell'industria fotografica;10.720;1.700;1.599;14.019;
10 - Rifiuti provenienti da processi termici;5.603.342;1.090.245;1.356.542;8.050.129;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;361.976;75.740;104.041;541.757;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;4.700.172;424.767;476.568;5.601.507;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);635.361;117.848;174.966;928.175;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);39.878;6.722;2.995;49.595;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;2.941.501;664.535;605.266;4.211.302;
16 - Rifiuti non specificati altrimenti nell'elenco;3.439.545;1.238.590;3.402.712;8.080.847;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);36.423.756;9.961.775;14.183.690;60.569.221;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);95.728;45.619;50.744;192.091;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;21.875.514;8.472.706;11.145.460;41.493.680;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.651.131;582.156;476.994;2.710.281;
Totale;84.887.074;25.145.479;33.447.149;143.479.702;
Produzione dei rifiuti speciali non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2018 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;6.149;353;1.192;7.694;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;922.803;412.263;134.620;1.469.686;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.844.273;404.346;846.524;3.095.143;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.380.038;562.949;151.848;2.094.835;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;376.646;290.849;76.858;744.353;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;1.212;5.165;3.398;9.775;
06 - Rifiuti dei processi chimici inorganici;234.499;552.027;20.862;807.388;
07 - Rifiuti dei processi chimici organici;345.315;67.808;57.798;470.921;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;806.378;77.380;26.441;910.199;
09 - Rifiuti dell'industria fotografica;832;144;262;1.238;
10 - Rifiuti provenienti da processi termici;5.104.640;1.061.616;1.264.315;7.430.571;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;125.569;38.988;19.458;184.015;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;4.261.139;402.755;451.163;5.115.057;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;2.802.914;629.265;580.452;4.012.631;
16 - Rifiuti non specificati altrimenti nell'elenco;2.296.052;860.624;2.682.225;5.838.901;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);35.868.325;9.887.065;14.057.437;59.812.827;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);15.101;4.770;2.905;22.776;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;20.000.478;7.989.256;10.726.282;38.716.016;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.638.366;579.053;473.102;2.690.521;
Totale;78.030.729;23.826.676;31.577.142;133.434.547;
Produzione dei rifiuti speciali pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2018 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;1.159;127;606;1.892;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;5.653;1.190;1.096;7.939;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;205;27;22;254;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;10.422;1.137;1.542;13.101;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;864;240;1;1.105;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;22.459;5.950;52.378;80.787;
06 - Rifiuti dei processi chimici inorganici;101.438;13.547;34.356;149.341;
07 - Rifiuti dei processi chimici organici;982.820;58.154;44.906;1.085.880;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;66.117;9.564;11.124;86.805;
