sezione;col1;col2;col3;col4;col5
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;16.421.447;6.778.458;9.722.779;32.922.684;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;217.557;49.052;170.690;437.299;
41, 42, 43 - Costruzioni;44.798.505;14.278.751;21.196.258;80.273.514;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;387.818;138.108;216.700;742.626;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);2.006.489;338.395;202.928;2.547.812;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);84.030;18.889;43.843;146.762;
49 - Trasporto terrestre e trasporto mediante condotte;528.564;85.326;131.258;745.148;
50 - Trasporto marittimo e per vie d'acqua;2.744;65;686;3.495;
51 - Trasporto aereo;428;224;262;914;
52 - Magazzinaggio e attivita' di supporto ai trasporti;236.206;46.645;51.096;333.947;
53 - Servizi postali e attivita' di corriere;235;449;122;806;
55 - Alloggio;4.052;2.415;13.564;20.031;
56 - Attivita' dei servizi di ristorazione;15.759;6.368;4.777;26.904;
58 - Attivita' editoriali;5.738;5.046;1.948;12.732;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;207;331;93;631;
60 - Attivita' di programmazione e trasmissione;1.221;242;160;1.623;
61 - Telecomunicazioni;2.496;1.443;1.152;5.091;
62 - Produzione di software, consulenza informatica e attivita' connesse;1.522;863;236;2.621;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;998;601;259;1.858;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);2.590;264;289;3.143;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);473;86;5;564;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;18;43;2;63;
68 - Attivita' immobiliari;4.864;2.169;7.721;14.754;
69 - Attivita' legali e contabilita';111;132;19;262;
70 - Attivita' di direzione aziendale e di consulenza gestionale;2.768;1.143;9.433;13.344;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;18.677;2.528;1.583;22.788;
72 - Ricerca scientifica e sviluppo;15.150;2.474;2.204;19.828;
73 - Pubblicita' e ricerche di mercato;2.549;698;288;3.535;
74 - Altre attivita' professionali, scientifiche e tecniche;6.021;3.628;1.465;11.114;
75 - Servizi veterinari;136;44;230;410;
77 - Attivita' di noleggio e leasing operativo;14.177;11.442;2.494;28.113;
78 - Attivita' di ricerca, selezione, fornitura di personale;165;-;17;182;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;27;77;93;197;
80 - Servizi di vigilanza e investigazione;119;124;23;266;
81 - Attivita' di servizi per edifici e paesaggio;68.670;38.910;60.297;167.877;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;46.037;31.849;25.443;103.329;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;18.965;3.338;16.158;38.461;
85 - Istruzione;1.156;954;486;2.596;
86, 87, 88 - Sanita' e assistenza sociale;16.836;7.320;7.208;31.364;
90 - Attivita' creative, artistiche e di intrattenimento;2.746;966;819;4.531;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;698;141;55;894;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;467;94;61;622;
93 - Attivita' sportive, di intrattenimento e di divertimento;3.771;572;895;5.238;
94 - Attivita' di organizzazioni associative;1.772;249;565;2.586;
95 - Riparazione di computer e di beni per uso personale e per la casa;3.467;476;112;4.055;
96 - Altre attivita' di servizi per la persona;14.631;3.890;9.931;28.452;
97 - Attivita' di famiglie e convivenze come datori di lavoro per personale domestico;125;-;-;125;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;157;-;-;157;
99 - Organizzazioni ed organismi extraterritoriali;3;191;167;361;
ND - Attivita' ISTAT non determinata;2.134;447;845;3.426;
Totale;85.866.876;26.827.195;38.753.739;151.447.810;
Produzione dei rifiuti speciali pericolosi per attivita' economica - 2022 (ISPRA);;;;;
Descrizione attivita';Nord (t);Centro (t);Sud (t);Italia (t);
01 - Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi;2.782;538;890;4.210;
02 - Silvicoltura ed utilizzo di aree forestali;99;33;6;138;
03 - Pesca e acquacoltura;13;18;99;130;
05 - Estrazione di carbone (esclusa torba);-;4;15;19;
06 - Estrazione di petrolio greggio e di gas naturale;1.282;2.630;93.766;97.678;
07 - Estrazione di minerali metalliferi;-;-;-;0;
08 - Altre attivita' di estrazione di minerali da cave e miniere;727;302;2.131;3.160;
09 - Attivita' dei servizi di supporto all'estrazione;10.027;12;840;10.879;
10, 11 - Industria alimentare e delle bevande;15.728;1.528;2.116;19.372;
12 - Industria del tabacco;160;16;65;241;
13 - Industria tessile;14.649;4.229;258;19.136;
14 - Confezioni articoli di abbigliamento. Confezione di articoli in pelle e pelliccia;1.142;71;333;1.546;
15 - Fabbricazione di articoli in pelle e simili;4.143;3.572;638;8.353;
16 - Industria del legno e dei prodotti in legno e sughero, di articoli in paglia e materiali da intreccio;14.052;1.678;513;16.243;
17 - Fabbricazione di carta e di prodotti in carta;13.001;3.401;3.598;20.000;
18 - Stampa e riproduzione di supporti registrati;15.367;2.389;1.409;19.165;
19 - Raffinerie petrolio, fabbricazione coke;246.146;30.069;131.871;408.086;
20 - Fabbricazione di prodotti chimici;600.171;50.548;36.738;687.457;
21 - Fabbricazione di prodotti farmaceutici di base e preparati;427.872;42.839;36.345;507.056;
22 - Industria gomma e materie plastiche;85.390;6.352;8.376;100.118;
23 - Industria minerali non metalliferi;81.000;10.923;26.203;118.126;
24 - Industria metallurgica;689.321;117.951;112.756;920.028;
25 - Fabbricazione di prodotti in metallo (escluse macchinari e attrezzature);355.970;43.989;24.987;424.946;
26 - Fabbricazione di computer e prodotti di elettronica e ottica. Apparecchi elettromedicali di misurazione e orologi;11.774;1.384;4.119;17.277;
27 - Fabbricazione di apparecchiature elettriche e per uso domestico non elettriche;31.694;3.025;7.404;42.123;
28 - Fabbricazione di macchinari e apparecchiature n.c.a.;132.787;13.131;9.253;155.171;
29 - Fabbricazione autoveicoli rimorchi e semirimorchi;41.749;4.610;12.348;58.707;
30 - Fabbricazione di altri mezzi di trasporto;21.286;6.711;9.522;37.519;
31 - Fabbricazione di mobili;9.912;2.763;399;13.074;
32 - Altre industrie manifatturiere;40.424;9.190;1.539;51.153;
33 - Riparazione, manutenzione e installazione macchine e apparecchiature;63.800;7.324;9.196;80.320;
35 - Fornitura di energia elettrica, gas, vapore e aria;35.555;85.192;61.677;182.424;
36 - Raccolta, trattamento e fornitura di acqua;4.116;174;1.244;5.534;
37 - Gestione delle reti fognarie;76.231;18.653;44.661;139.545;
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;2.303.091;394.149;409.689;3.106.929;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;170.603;44.483;113.591;328.677;
41, 42, 43 - Costruzioni;375.094;34.583;74.032;483.709;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;633.293;237.334;469.806;1.340.433;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);57.580;13.486;8.249;79.315;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);11.126;4.143;3.039;18.308;
49 - Trasporto terrestre e trasporto mediante condotte;44.948;4.048;15.846;64.842;
50 - Trasporto marittimo e per vie d'acqua;12.466;159;4.130;16.755;
51 - Trasporto aereo;53;58;16;127;
52 - Magazzinaggio e attivita' di supporto ai trasporti;31.540;9.935;32.776;74.251;
53 - Servizi postali e attivita' di corriere;28;6;4;38;
55 - Alloggio;257;134;101;492;
56 - Attivita' dei servizi di ristorazione;139;62;66;267;
58 - Attivita' editoriali;90;33;79;202;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;16;66;1;83;
60 - Attivita' di programmazione e trasmissione;26;4;6;36;
61 - Telecomunicazioni;1.097;269;1.025;2.391;
62 - Produzione di software, consulenza informatica e attivita' connesse;141;59;24;224;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;36;78;6;120;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);284;99;12;395;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);8;3;1;12;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;7;6;3;16;
68 - Attivita' immobiliari;3.395;386;81;3.862;
69 - Attivita' legali e contabilita';45;135;30;210;
70 - Attivita' di direzione aziendale e di consulenza gestionale;2.808;113;99;3.020;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;3.908;813;913;5.634;
72 - Ricerca scientifica e sviluppo;5.553;920;1.447;7.920;
73 - Pubblicita' e ricerche di mercato;42;10;4;56;
74 - Altre attivita' professionali, scientifiche e tecniche;1.550;505;516;2.571;
75 - Servizi veterinari;562;169;381;1.112;
77 - Attivita' di noleggio e leasing operativo;1.761;590;556;2.907;
78 - Attivita' di ricerca, selezione, fornitura di personale;4;-;3;7;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;8;1;-;9;
80 - Servizi di vigilanza e investigazione;44;13;6;63;
81 - Attivita' di servizi per edifici e paesaggio;6.862;9.453;10.484;26.799;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;14.193;293;1.462;15.948;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;5.071;1.128;4.418;10.617;
85 - Istruzione;1.091;458;650;2.199;
86, 87, 88 - Sanita' e assistenza sociale;98.281;47.149;62.748;208.178;
90 - Attivita' creative, artistiche e di intrattenimento;48;31;174;253;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;9;9;9;27;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;64;53;7;124;
93 - Attivita' sportive, di intrattenimento e di divertimento;378;99;26;503;
94 - Attivita' di organizzazioni associative;251;70;29;350;
95 - Riparazione di computer e di beni per uso personale e per la casa;239;221;39;499;
96 - Altre attivita' di servizi per la persona;7.882;310;604;8.796;
97 - Attivita' di famiglie e convivenze come datori di lavoro per personale domestico;2;-;-;2;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;-;-;-;0;
99 - Organizzazioni ed organismi extraterritoriali;112;33;48;193;
ND - Attivita' ISTAT non determinata;284;127;408;819;
Totale;6.844.740;1.281.535;1.862.959;9.989.234;
Produzione dei rifiuti speciali pericolosi e non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2022 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;2.418;574;1.253;4.245;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;827.249;405.456;117.350;1.350.055;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.644.214;369.588;774.506;2.788.308;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.486.859;531.264;135.298;2.153.421;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;329.048;217.090;57.097;603.235;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;20.781;11.737;47.831;80.349;
06 - Rifiuti dei processi chimici inorganici;314.566;390.452;63.449;768.467;
07 - Rifiuti dei processi chimici organici;1.356.824;124.724;112.990;1.594.538;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;764.330;78.324;42.797;885.451;
09 - Rifiuti dell'industria fotografica;9.367;826;1.360;11.553;
10 - Rifiuti provenienti da processi termici;4.655.768;896.495;2.411.945;7.964.208;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;368.864;91.948;39.005;499.817;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;4.641.097;422.602;465.623;5.529.322;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);704.962;123.343;221.030;1.049.335;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);40.452;6.081;2.950;49.483;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;3.012.363;666.796;632.919;4.312.078;
16 - Rifiuti non specificati altrimenti nell'elenco;3.270.271;1.149.410;3.032.932;7.452.613;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);44.888.994;14.210.287;20.999.678;80.098.959;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);125.782;58.592;74.493;258.867;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;23.084.326;8.020.690;10.894.369;41.999.385;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.163.081;332.451;487.823;1.983.355;
Totale;92.711.616;28.108.730;40.616.698;161.437.044;
Produzione dei rifiuti speciali non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2022 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;2.134;447;845;3.426;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;824.028;404.973;111.935;1.340.936;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.643.992;369.563;774.491;2.788.046;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.473.272;529.944;133.991;2.137.207;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;328.674;216.963;57.087;602.724;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;2.567;5.936;2.683;11.186;
06 - Rifiuti dei processi chimici inorganici;217.185;376.701;23.929;617.815;
07 - Rifiuti dei processi chimici organici;370.810;59.709;54.234;484.753;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;694.956;68.391;31.992;795.339;
09 - Rifiuti dell'industria fotografica;633;106;141;880;
10 - Rifiuti provenienti da processi termici;4.197.197;864.236;2.312.519;7.373.952;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;112.789;51.047;13.290;177.126;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;4.202.826;403.849;441.642;5.048.317;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;2.854.880;632.827;606.018;4.093.725;
16 - Rifiuti non specificati altrimenti nell'elenco;2.281.565;826.901;2.405.353;5.513.819;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);44.285.851;14.079.275;20.802.545;79.167.671;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);16.350;8.324;3.112;27.786;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;21.210.202;7.597.627;10.496.505;39.304.334;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.146.965;330.376;481.427;1.958.768;
Totale;85.866.876;26.827.195;38.753.739;151.447.810;
Produzione dei rifiuti speciali pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2022 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;284;127;408;819;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;3.221;483;5.415;9.119;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;222;25;15;262;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;13.587;1.320;1.307;16.214;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;374;127;10;511;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;18.214;5.801;45.148;69.163;
06 - Rifiuti dei processi chimici inorganici;97.381;13.751;39.520;150.652;
07 - Rifiuti dei processi chimici organici;986.014;65.015;58.756;1.109.785;
