sezione;col1;col2;col3;col4;col5
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;68.878;10.304;12.608;91.790;
09 - Rifiuti dell'industria fotografica;7.554;839;1.034;9.427;
10 - Rifiuti provenienti da processi termici;490.290;31.990;112.155;634.435;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;258.204;40.778;93.443;392.425;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;443.023;19.968;24.651;487.642;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);735.781;132.888;193.860;1.062.529;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);43.750;6.550;3.210;53.510;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;157.378;34.856;27.363;219.597;
16 - Rifiuti non specificati altrimenti nell'elenco;1.220.910;414.335;784.225;2.419.470;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);726.835;119.434;131.979;978.248;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);113.738;51.976;73.158;238.872;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;1.825.058;423.079;412.367;2.660.504;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;17.099;2.455;4.365;23.919;
Totale;7.271.443;1.373.748;2.022.695;10.667.886;
