sezione;col1;col2;col3;col4;col5
78 - Attivita' di ricerca, selezione, fornitura di personale;20;131;3;154;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;222;135;9;366;
80 - Servizi di vigilanza e investigazione;2.292;225;66;2.583;
81 - Attivita' di servizi per edifici e paesaggio;153.870;32.736;15.891;202.497;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;73.893;14.882;34.975;123.750;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;68.928;25.022;75.558;169.508;
85 - Istruzione;2.312;4.460;1.568;8.340;
86, 87, 88 - Sanita' e assistenza sociale;85.582;43.111;54.091;182.784;
90 - Attivita' creative, artistiche e di intrattenimento;13.422;7.708;23.419;44.549;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;506;703;77;1.286;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;461;215;62;738;
93 - Attivita' sportive, di intrattenimento e di divertimento;4.856;956;2.865;8.677;
94 - Attivita' di organizzazioni associative;1.459;734;1.077;3.270;
95 - Riparazione di computer e di beni per uso personale e per la casa;3.754;1.371;378;5.503;
96 - Altre attivita' di servizi per la persona;20.004;3.876;6.191;30.071;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;-;-;1;1;
99 - Organizzazioni ed organismi extraterritoriali;17;1.734;322;2.073;
ND - Attivita' Istat non determinata;3.255;6.834;2.340;12.429;
ND - Codice CER non determinato;683;-;8;691;
Totale;76.226.445;24.532.486;31.669.951;132.428.882;
Produzione dei rifiuti speciali non pericolosi per attivita' economica - 2015 (ISPRA);;;;;
Descrizione attivita';Nord (t);Centro (t);Sud (t);Italia (t);
01 - Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi;218.407;44.859;44.793;308.059;
02 - Silvicoltura ed utilizzo di aree forestali;5.473;727;59;6.259;
03 - Pesca e acquacoltura;408;147;527;1.082;
05 - Estrazione di carbone (esclusa torba);-;1;275;276;
06 - Estrazione di petrolio greggio e di gas naturale;51.734;25.552;534.841;612.127;
07 - Estrazione di minerali metalliferi;-;294;1.070;1.364;
08 - Altre attivita' di estrazione di minerali da cave e miniere;56.506;35.995;19.017;111.518;
09 - Attivita' dei servizi di supporto all'estrazione;217.865;5.655;7.401;230.921;
10, 11 - Industria alimentare e delle bevande;1.917.533;427.285;828.916;3.173.734;
12 - Industria del tabacco;172;1.919;516;2.607;
13 - Industria tessile;209.701;61.768;43.780;315.249;
14 - Confezioni articoli di abbigliamento. Confezione di articoli in pelle e pelliccia;83.891;43.857;25.063;152.811;
15 - Fabbricazione di articoli in pelle e simili;259.076;210.406;47.251;516.733;
16 - Industria del legno e dei prodotti in legno e sughero, di articoli in paglia e materiali da intreccio;967.682;86.726;91.222;1.145.630;
17 - Fabbricazione di carta e di prodotti in carta;877.909;467.736;114.080;1.459.725;
18 - Stampa e riproduzione di supporti registrati;268.332;54.417;35.305;358.054;
19 - Raffinerie petrolio, fabbricazione coke;20.915;4.864;29.868;55.647;
20 - Fabbricazione di prodotti chimici;455.999;599.980;171.473;1.227.452;
21 - Fabbricazione di prodotti farmaceutici di base e preparati;102.204;39.856;25.298;167.358;
22 - Industria gomma e materie plastiche;516.041;91.200;75.273;682.514;
23 - Industria minerali non metalliferi;2.163.100;515.264;272.396;2.950.760;
24 - Industria metallurgica;3.994.912;685.689;694.593;5.375.194;
25 - Fabbricazione di prodotti in metallo (escluse macchinari e attrezzature);2.372.149;279.925;338.383;2.990.457;
26 - Fabbricazione di computer e prodotti di elettronica e ottica. Apparecchi elettromedicali di misurazione e orologi;73.688;12.303;28.849;114.840;
27 - Fabbricazione di apparecchiature elettriche e per uso domestico non elettriche;244.053;41.053;28.902;314.008;
28 - Fabbricazione di macchinari e apparecchiature n.c.a.;631.621;61.345;45.447;738.413;
29 - Fabbricazione autoveicoli rimorchi e semirimorchi;297.549;51.843;139.791;489.183;
30 - Fabbricazione di altri mezzi di trasporto;47.755;15.743;24.182;87.680;
31 - Fabbricazione di mobili;426.768;123.607;21.880;572.255;
32 - Altre industrie manifatturiere;53.288;14.713;7.019;75.020;
33 - Riparazione, manutenzione e installazione macchine e apparecchiature;52.698;11.144;16.625;80.467;
35 - Fornitura di energia elettrica, gas, vapore e aria;971.337;667.034;1.328.515;2.966.886;
36 - Raccolta, trattamento e fornitura di acqua;551.141;192.523;89.295;832.959;
37 - Gestione delle reti fognarie;1.872.254;934.166;740.498;3.546.918;
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;15.754.705;6.755.279;9.077.873;31.587.857;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;243.153;21.394;1.254.585;1.519.132;
41, 42, 43 - Costruzioni;31.221.099;9.827.320;13.042.905;54.091.324;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;346.011;147.697;191.563;685.271;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);1.286.103;462.476;209.605;1.958.184;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);85.862;14.445;50.619;150.926;
49 - Trasporto terrestre e trasporto mediante condotte;506.121;71.274;71.682;649.077;
50 - Trasporto marittimo e per vie d'acqua;5.639;764;979;7.382;
51 - Trasporto aereo;1.251;662;271;2.184;
52 - Magazzinaggio e attivita' di supporto ai trasporti;119.321;31.634;25.583;176.538;
53 - Servizi postali e attivita' di corriere;792;950;11;1.753;
55 - Alloggio;10.134;34.198;16.622;60.954;
56 - Attivita' dei servizi di ristorazione;13.922;4.206;6.423;24.551;
58 - Attivita' editoriali;14.063;3.896;5.686;23.645;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;545;1.056;85;1.686;
60 - Attivita' di programmazione e trasmissione;845;726;72;1.643;
61 - Telecomunicazioni;4.015;2.580;1.189;7.784;
62 - Produzione di software, consulenza informatica e attivita' connesse;4.287;727;232;5.246;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;1.816;810;152;2.778;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);779;2.385;390;3.554;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);715;208;4;927;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;45;72;7;124;
68 - Attivita' immobiliari;21.670;8.189;4.535;34.394;
69 - Attivita' legali e contabilita';94;60;15;169;
70 - Attivita' di direzione aziendale e di consulenza gestionale;3.682;1.651;622;5.955;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;10.978;1.437;2.650;15.065;
72 - Ricerca scientifica e sviluppo;29.335;11.311;557;41.203;
73 - Pubblicita' e ricerche di mercato;4.819;970;645;6.434;
74 - Altre attivita' professionali, scientifiche e tecniche;15.707;284;405;16.396;
75 - Servizi veterinari;188;105;1.224;1.517;
77 - Attivita' di noleggio e leasing operativo;13.520;2.636;1.247;17.403;
78 - Attivita' di ricerca, selezione, fornitura di personale;20;131;1;152;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;126;134;2;262;
80 - Servizi di vigilanza e investigazione;2.190;197;48;2.435;
81 - Attivita' di servizi per edifici e paesaggio;145.246;20.285;14.740;180.271;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;52.745;12.132;33.937;98.814;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;59.218;22.571;68.089;149.878;
85 - Istruzione;1.211;3.173;615;4.999;
86, 87, 88 - Sanita' e assistenza sociale;13.142;11.078;8.804;33.024;
90 - Attivita' creative, artistiche e di intrattenimento;11.782;7.650;22.493;41.925;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;442;676;74;1.192;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;421;176;59;656;
93 - Attivita' sportive, di intrattenimento e di divertimento;3.947;872;2.780;7.599;
94 - Attivita' di organizzazioni associative;1.281;678;992;2.951;
95 - Riparazione di computer e di beni per uso personale e per la casa;3.471;1.311;275;5.057;
96 - Altre attivita' di servizi per la persona;14.111;3.229;5.605;22.945;
99 - Organizzazioni ed organismi extraterritoriali;14;1.685;289;1.988;
ND - Attivita' Istat non determinata;2.820;6.764;2.128;11.712;
Totale;70.015.564;23.313.740;30.001.772;123.331.076;
Produzione dei rifiuti speciali pericolosi per attivita' economica - 2015 (ISPRA);;;;;
Descrizione attivita';Nord (t);Centro (t);Sud (t);Italia (t);
01 - Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi;7.369;1.717;1.691;10.777;
02 - Silvicoltura ed utilizzo di aree forestali;77;69;18;164;
03 - Pesca e acquacoltura;21;55;51;127;
05 - Estrazione di carbone (esclusa torba);-;3;40;43;
06 - Estrazione di petrolio greggio e di gas naturale;1.030;703;5.220;6.953;
07 - Estrazione di minerali metalliferi;-;19;-;19;
08 - Altre attivita' di estrazione di minerali da cave e miniere;568;312;565;1.445;
09 - Attivita' dei servizi di supporto all'estrazione;9.186;22;782;9.990;
10, 11 - Industria alimentare e delle bevande;11.035;1.269;2.258;14.562;
12 - Industria del tabacco;153;3;13;169;
13 - Industria tessile;22.514;3.741;155;26.410;
14 - Confezioni articoli di abbigliamento. Confezione di articoli in pelle e pelliccia;870;78;335;1.283;
15 - Fabbricazione di articoli in pelle e simili;4.583;2.397;388;7.368;
16 - Industria del legno e dei prodotti in legno e sughero, di articoli in paglia e materiali da intreccio;8.656;1.956;515;11.127;
17 - Fabbricazione di carta e di prodotti in carta;8.416;2.880;2.888;14.184;
18 - Stampa e riproduzione di supporti registrati;18.265;2.448;7.161;27.874;
19 - Raffinerie petrolio, fabbricazione coke;216.729;27.019;165.496;409.244;
20 - Fabbricazione di prodotti chimici;553.021;49.054;39.795;641.870;
21 - Fabbricazione di prodotti farmaceutici di base e preparati;391.091;28.821;21.705;441.617;
22 - Industria gomma e materie plastiche;69.469;6.936;6.111;82.516;
23 - Industria minerali non metalliferi;73.691;6.302;4.225;84.218;
24 - Industria metallurgica;653.224;113.983;176.435;943.642;
25 - Fabbricazione di prodotti in metallo (escluse macchinari e attrezzature);318.236;33.239;21.734;373.209;
26 - Fabbricazione di computer e prodotti di elettronica e ottica. Apparecchi elettromedicali di misurazione e orologi;9.169;1.250;2.702;13.121;
27 - Fabbricazione di apparecchiature elettriche e per uso domestico non elettriche;31.484;3.360;6.845;41.689;
28 - Fabbricazione di macchinari e apparecchiature n.c.a.;151.661;10.492;8.543;170.696;
29 - Fabbricazione autoveicoli rimorchi e semirimorchi;57.103;5.269;14.240;76.612;
30 - Fabbricazione di altri mezzi di trasporto;15.056;4.135;14.535;33.726;
31 - Fabbricazione di mobili;9.372;2.831;442;12.645;
32 - Altre industrie manifatturiere;33.001;4.762;402;38.165;
33 - Riparazione, manutenzione e installazione macchine e apparecchiature;79.744;6.209;14.523;100.476;
35 - Fornitura di energia elettrica, gas, vapore e aria;29.823;72.216;56.617;158.656;
36 - Raccolta, trattamento e fornitura di acqua;573;250;3.911;4.734;
37 - Gestione delle reti fognarie;87.125;82.338;27.294;196.757;
38 - Attivita' di raccolta, trattamento e smaltimento dei rifiuti. Recupero dei materiali;1.872.909;297.730;399.861;2.570.500;
39 - Attivita' di risanamento e altri servizi di gestione dei rifiuti;102.888;35.640;78.999;217.527;
41, 42, 43 - Costruzioni;281.410;39.053;28.896;349.359;
45 - Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli;714.788;282.735;439.731;1.437.254;
46 - Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli);88.537;8.034;9.568;106.139;
47 - Commercio al dettaglio (escluso quello di autoveicoli e di motocicli);11.019;4.047;1.176;16.242;
49 - Trasporto terrestre e trasporto mediante condotte;40.266;5.228;9.038;54.532;
50 - Trasporto marittimo e per vie d'acqua;41.975;135;4.625;46.735;
51 - Trasporto aereo;58;188;22;268;
52 - Magazzinaggio e attivita' di supporto ai trasporti;35.370;12.043;24.237;71.650;
53 - Servizi postali e attivita' di corriere;91;68;7;166;
55 - Alloggio;166;90;116;372;
56 - Attivita' dei servizi di ristorazione;58;24;14;96;
58 - Attivita' editoriali;423;213;297;933;
59 - Attivita' di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore;8;17;1;26;
60 - Attivita' di programmazione e trasmissione;63;29;4;96;
61 - Telecomunicazioni;2.407;768;1.769;4.944;
62 - Produzione di software, consulenza informatica e attivita' connesse;187;94;24;305;
63 - Attivita' dei servizi d'informazione e altri servizi informatici;73;87;5;165;
64 - Attivita' di servizi finanziari (escluse le assicurazioni e i fondi pensione);898;21;342;1.261;
65 - Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie);8;8;-;16;
66 - Attivita' ausiliarie dei servizi finanziari e delle attivita' assicurative;34;9;17;60;
68 - Attivita' immobiliari;1.629;241;26;1.896;
69 - Attivita' legali e contabilita';40;70;2;112;
70 - Attivita' di direzione aziendale e di consulenza gestionale;719;723;49;1.491;
71 - Attivita' degli studi di architettura e d'ingegneria. Collaudi ed analisi tecniche;3.361;855;293;4.509;
72 - Ricerca scientifica e sviluppo;5.185;1.397;306;6.888;
73 - Pubblicita' e ricerche di mercato;83;18;14;115;
74 - Altre attivita' professionali, scientifiche e tecniche;7.296;440;2.515;10.251;
75 - Servizi veterinari;1.057;137;246;1.440;
77 - Attivita' di noleggio e leasing operativo;2.211;375;374;2.960;
78 - Attivita' di ricerca, selezione, fornitura di personale;-;-;2;2;
79 - Attivita' dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attivita' connesse;96;1;7;104;
80 - Servizi di vigilanza e investigazione;102;28;18;148;
81 - Attivita' di servizi per edifici e paesaggio;8.624;12.451;1.151;22.226;
82 - Attivita' di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese;21.148;2.750;1.038;24.936;
84 - Amministrazione pubblica e difesa. Assicurazione sociale obbligatoria;9.710;2.451;7.469;19.630;
85 - Istruzione;1.101;1.287;953;3.341;
86, 87, 88 - Sanita' e assistenza sociale;72.440;32.033;45.287;149.760;
90 - Attivita' creative, artistiche e di intrattenimento;1.640;58;926;2.624;
91 - Attivita' di biblioteche, archivi, musei ed altre attivita' culturali;64;27;3;94;
92 - Attivita' riguardanti le lotterie, le scommesse, le case da gioco;40;39;3;82;
93 - Attivita' sportive, di intrattenimento e di divertimento;909;84;85;1.078;
94 - Attivita' di organizzazioni associative;178;56;85;319;
95 - Riparazione di computer e di beni per uso personale e per la casa;283;60;103;446;
96 - Altre attivita' di servizi per la persona;5.893;647;586;7.126;
98 - Produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze;-;-;1;1;
99 - Organizzazioni ed organismi extraterritoriali;3;49;33;85;
ND - Attivita' Istat non determinata;435;70;212;717;
Totale;6.210.198;1.218.746;1.668.171;9.097.115;
Produzione dei rifiuti speciali pericolosi e non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2015 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;3.255;6.834;2.340;12.429;
00 - CER non disponibile;683;0;8;691;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;1.062.057;533.800;235.989;1.831.846;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.756.597;409.859;809.073;2.975.529;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.389.021;566.412;138.174;2.093.607;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;333.059;249.349;71.304;653.712;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;25.853;20.110;49.770;95.733;
06 - Rifiuti dei processi chimici inorganici;356.507;536.864;57.137;950.508;
07 - Rifiuti dei processi chimici organici;1.217.321;129.539;107.058;1.453.918;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;798.966;84.394;29.340;912.700;
09 - Rifiuti dell'industria fotografica;13.601;1.756;9.108;24.465;
10 - Rifiuti provenienti da processi termici;5.005.525;1.208.895;1.878.890;8.093.310;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;315.698;57.186;108.101;480.985;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;4.193.459;386.684;456.360;5.036.503;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);574.146;94.934;129.165;798.245;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);34.776;5.813;2.671;43.260;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;2.656.139;612.103;582.505;3.850.747;
16 - Rifiuti non specificati altrimenti nell'elenco;3.088.003;990.947;2.657.054;6.736.004;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);31.100.813;9.711.189;12.952.701;53.764.703;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);87.510;41.025;55.317;183.852;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;20.632.674;8.465.371;10.883.171;39.981.216;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.580.782;419.422;454.715;2.454.919;
Totale;76.226.445;24.532.486;31.669.951;132.428.882;
Produzione dei rifiuti speciali non pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2015 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;2.820;6.764;2.128;11.712;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;1.054.045;533.459;235.751;1.823.255;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;1.756.336;409.819;809.060;2.975.215;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;1.383.393;565.111;136.434;2.084.938;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;332.667;249.127;71.298;653.092;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;3.902;16.819;730;21.451;
06 - Rifiuti dei processi chimici inorganici;259.720;520.827;27.628;808.175;
07 - Rifiuti dei processi chimici organici;292.257;68.434;61.911;422.602;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;740.943;75.613;20.717;837.273;
09 - Rifiuti dell'industria fotografica;791;155;693;1.639;
10 - Rifiuti provenienti da processi termici;4.528.557;1.182.300;1.774.655;7.485.512;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;110.277;29.700;32.879;172.856;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;3.757.790;368.542;431.353;4.557.685;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;2.549.698;583.507;554.733;3.687.938;
16 - Rifiuti non specificati altrimenti nell'elenco;2.072.377;644.189;2.114.682;4.831.248;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);30.561.056;9.604.846;12.812.121;52.978.023;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);11.128;4.436;4.330;19.894;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;19.027.275;8.031.457;10.463.161;37.521.893;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;1.570.532;418.635;447.508;2.436.675;
Totale;70.015.564;23.313.740;30.001.772;123.331.076;
Produzione dei rifiuti speciali pericolosi per Capitolo dell'Elenco Europeo dei Rifiuti - 2015 (ISPRA);;;;;
Capitolo dell'Elenco;Nord (t);Centro (t);Sud (t);Italia (t);
ND - Attivita' ISTAT non determinata;435;70;212;717;
01 - Rifiuti derivanti da prospezione, estrazione da miniera o cava, nonche' dal trattamento fisico o chimico di minerali;8.012;341;238;8.591;
02 - Rifiuti prodotti da agricoltura, orticoltura, acquacoltura, selvicoltura, caccia e pesca, trattamento e preparazione di alimenti;261;40;13;314;
03 - Rifiuti della lavorazione del legno e della produzione di pannelli, mobili, polpa, carta e cartone;5.628;1.301;1.740;8.669;
04 - Rifiuti della lavorazione di pelli e pellicce e dell'industria tessile;392;222;6;620;
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;21.951;3.291;49.040;74.282;
06 - Rifiuti dei processi chimici inorganici;96.787;16.037;29.509;142.333;
07 - Rifiuti dei processi chimici organici;925.064;61.105;45.147;1.031.316;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;58.023;8.781;8.623;75.427;
09 - Rifiuti dell'industria fotografica;12.810;1.601;8.415;22.826;
