

		Costi comunali per chilogrammo di rifiuto - Regione Italia - anno 2019 (ISPRA)
		(i dati sui costi sono espressi in (Eurocent/kg*anno));
		IstatComune;Comune o Aggregazione;Provincia;Numero di comuni;Pop.(abitanti);CRTkg;CTSkg;CACkg;CGINDkg;CRDkg;CTRkg;CGDkg;CSLkg;CCkg;CKkg;CTOTkg
11044044;Montemonaco;Ascoli Piceno;1   ;             558;              10,49;               5,99;               6,05;              22,53;              31,94;;              31,94;               2,09;               2,23;;              30,51;
11044063;Ripatransone;Ascoli Piceno;1   ;           4.156;              11,01;              11,38;               1,84;              24,24;              24,02;;              24,02;;;;              24,41;
11044065;Rotella;Ascoli Piceno;1   ;             846;              31,78;               5,56;;              37,34;              21,76;               3,81;              25,57;               5,11;               5,01;               1,60;              42,01;
11044066;San Benedetto del Tronto;Ascoli Piceno;1   ;          47.544;;              16,75;;              16,75;               5,36;;               5,36;              19,57;               2,27;;              31,34;
01005001;Agliano Terme;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005002;Albugnano;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005003;Antignano;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005004;Aramengo;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005005;Asti;Asti;1   ;         133.050;              11,34;              17,73;               1,04;              30,10;              10,37;               6,57;              16,94;               4,47;              12,88;               5,24;              43,55;
01005006;Azzano d'Asti;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005007;Baldichieri d'Asti;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005008;Belveglio;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
01005009;Berzano di San Pietro;Asti;Vedi aggregazione: CONSORZIO DI BACINO DEI RIFIUTI DELL'ASTIGIANO - C.B.R.A.;
